Playername,Country,Age,Height,Position,Mean Year,Appearances,Goals,,,,,,
Paul Wilson (Scottish footballer),Scotland,63,,Midfielder,1975,1,0,,,,,,
Ion Dumitru,Romania,64,,Midfielder,1975,57,12,,,,,,
Radu Troi,Romania,65,,Forward,1975,16,3,,,,,,
Kent Karlsson,Sweden,68,1.82,Defender,1975,38,0,,,,,,
Benny Wendt,Sweden,63,1.85,Forward,1975,20,1,,,,,,
Jos&#xE9; Luis Cap&#xF3;n,Spain,66,,Defender,1975,13,1,,,,,,
Antonio de la Cruz,Spain,67,,,1975,6,0,,,,,,
Julio Asad,Argentina,61,,Midfielder,1975.5,7,1,,,,,,
Maurice Martens,Belgium,67,,Defender,1975.5,26,2,,,,,,
Paulo C&#xE9;sar Carpegiani,Brazil,65,1.75,Midfielder,1975.5,30,13,,,,,,
Flemming Lund,Denmark,61,1.7,Midfielder,1975.5,20,2,,,,,,
Bernd H&#xF6;lzenbein,Germany,68,1.72,Forward,1975.5,40,5,,,,,,
Peter Reichel,Germany,62,1.8,Defender,1975.5,2,0,,,,,,
Stan Bowles,England,65,,Forward,1975.5,5,1,,,,,,
Tony Currie (footballer),England,64,,Midfielder,1975.5,17,3,,,,,,
Lothar Kurbjuweit,East Germany,63,1.8,Defender,1975.5,66,4,,,,,,
Konrad Weise,East Germany,63,,Defender,1975.5,86,2,,,,,,
Reinhard Lauck,East Germany,,1.76,Midfielder,1975.5,7,0,,,,,,
Dominique Baratelli,France,66,1.78,Goalkeeper,1975.5,21,0,,,,,,
Jean-Paul Bertrand-Demanes,France,62,,Goalkeeper,1975.5,11,0,,,,,,
Claude Papi,France,,,Midfielder,1975.5,3,0,,,,,,
Christian Synaeghel,France,63,1.74,Midfielder,1975.5,5,0,,,,,,
L&#xE1;szl&#xF3; Fazekas,Hungary,66,1.78,Forward,1975.5,92,24,,,,,,
Fernando Bulnes,Honduras,67,1.69,Defender,1975.5,,,,,,,,
Yoshikazu Nagai,Japan,62,1.69,Forward,1975.5,69,9,,,,,,
Masaki Yokotani,Japan,62,1.71,Defender,1975.5,20,0,,,,,,
Paolo Pulici,Italy,,1.77,Forward,1975.5,19,5,,,,,,
Dino Zoff,Italy,72,1.85,Goalkeeper,1975.5,112,0,,,,,,
Mohammad Reza Adelkhani,Iran,67,,Forward,1975.5,17,2,,,,,,
Hossein Kazerani,Iran,67,,Defender,1975.5,25,2,,,,,,
Bahram Mavaddat,Iran,64,,Goalkeeper,1975.5,,,,,,,,
Johan Neeskens,Netherlands,62,1.78,Midfielder,1975.5,49,17,,,,,,
Humberto Coelho,Portugal,64,1.85,Defender,1975.5,64,6,,,,,,
Artur Correia,Portugal,64,1.7,Defender,1975.5,35,1,,,,,,
M&#xE1;rio Moinhos,Portugal,65,1.83,Forward,1975.5,7,1,,,,,,
Henryk Kasperczak,Poland,68,1.8,Midfielder,1975.5,61,5,,,,,,
Carlos Jara Saguier,Paraguay,63,,Midfielder,1975.5,24,2,,,,,,
Trevor Anderson,Northern Ireland,63,,Forward,1975.5,22,4,,,,,,
Vladimir Sakharov,Soviet Union,66,,Forward,1975.5,4,0,,,,,,
Colin Jackson (footballer),Scotland,67,,Defender,1975.5,8,1,,,,,,
Lee Cha-man,South Korea,63,,Midfielder,1975.5,,,,,,,,
Peter Marti,Switzerland,62,,Forward,1975.5,6,0,,,,,,
Peter Risi,Switzerland,,1.74,Forward,1975.5,15,3,,,,,,
J&#xF6;rgen Augustsson,Sweden,61,,Defender,1975.5,18,0,,,,,,
Conny Torstensson,Sweden,64,1.8,Forward,1975.5,40,7,,,,,,
Mustafa Denizli,Turkey,64,1.78,Forward,1975.5,10,2,,,,,,
Antonio Ben&#xED;tez,Spain,,1.7,Defender,1975.5,3,0,,,,,,
Ren&#xE9; Houseman,Argentina,61,1.65,Midfielder,1976,55,13,,,,,,
Palhinha (Vanderlei Eust&#xE1;quio de Oliveira),Brazil,64,1.68,Forward,1976,16,3,,,,,,
Henning Jensen,Denmark,65,,Forward,1976,21,9,,,,,,
Birger Jensen,Denmark,63,1.86,Goalkeeper,1976,19,0,,,,,,
Benny Nielsen (footballer),Denmark,63,,Forward,1976,28,7,,,,,,
Per R&#xF8;ntved,Denmark,65,,Defender,1976,75,11,,,,,,
Sten Ziegler,Denmark,64,,Midfielder,1976,25,1,,,,,,
Rudolf Kargus,Germany,62,1.83,Goalkeeper,1976,3,0,,,,,,
Kevin Beattie,England,60,,Defender,1976,9,1,,,,,,
Phil Boyer,England,65,,Forward,1976,1,0,,,,,,
Charlie George,England,63,,Forward,1976,1,0,,,,,,
Jimmy Rimmer,England,66,,Goalkeeper,1976,1,0,,,,,,
Peter Taylor (footballer born 1953),England,61,,Midfielder,1976,4,2,,,,,,
Dennis Tueart,England,64,,Midfielder,1976,6,2,,,,,,
Tony Towers,England,62,,Midfielder,1976,3,0,,,,,,
Marc Berdoll,France,61,1.7,Forward,1976,16,5,,,,,,
Far&#xE8;s Bousdira,France,60,1.89,Midfielder,1976,1,0,,,,,,
Carlos Curbelo,France,60,,Defender,1976,2,0,,,,,,
Christian Dalger,France,64,,Forward,1976,6,2,,,,,,
Raymond Domenech,France,62,1.79,Defender,1976,8,0,,,,,,
G&#xE9;rard Farison,France,70,,Defender,1976,1,0,,,,,,
Jean-Marc Guillou,France,68,1.74,Midfielder,1976,19,3,,,,,,
Roger Jouve,France,65,1.73,Midfielder,1976,7,1,,,,,,
Francis Meynieu,France,61,,Defender,1976,1,0,,,,,,
Robert Pintenat,France,,,Forward,1976,3,1,,,,,,
L&#xE1;szl&#xF3; Kov&#xE1;cs (footballer),Hungary,63,,Goalkeeper,1976,12,0,,,,,,
S&#xE1;ndor M&#xFC;ller,Hungary,65,1.81,Midfielder,1976,17,1,,,,,,
Georgios Delikaris,Greece,63,,Forward,1976,32,7,,,,,,
Vasilis Hatzipanagis,Greece,59,,Midfielder,1976,1,0,,,,,,
Hiroji Imamura,Japan,65,1.67,Forward,1976,4,0,,,,,,
Arie Haan,Netherlands,65,,Midfielder,1976,35,6,,,,,,
Ruud Krol,Netherlands,65,1.84,Defender,1976,83,4,,,,,,
Wim Meutstege,Netherlands,62,,Defender,1976,1,0,,,,,,
Wim Rijsbergen,Netherlands,62,1.81,Defender,1976,28,1,,,,,,
Jan Ruiter,Netherlands,67,,Goalkeeper,1976,1,0,,,,,,
Albertino Pereira,Portugal,64,,Forward,1976,2,0,,,,,,
&#xC1;lvaro Carolino,Portugal,63,,Defender,1976,2,0,,,,,,
Jo&#xE3;o Fonseca,Portugal,66,1.8,Goalkeeper,1976,1,0,,,,,,
Francisco M&#xE1;rio,Portugal,65,,Forward,1976,4,0,,,,,,
Kazimierz Kmiecik,Poland,62,1.75,Forward,1976,35,8,,,,,,
Henryk Maculewicz,Poland,64,1.8,Defender,1976,23,0,,,,,,
Jan Tomaszewski,Poland,66,,Goalkeeper,1976,63,0,,,,,,
Henryk Wieczorek,Poland,64,1.82,Midfielder,1976,17,2,,,,,,
Vyacheslav Leshchuk,Soviet Union,62,,Defender,1976,1,0,,,,,,
Leonid Nazarenko,Soviet Union,59,,Forward,1976,8,2,,,,,,
Aleksandr Prokhorov (footballer),Soviet Union,,,Goalkeeper,1976,,,,,,,,
Yuri Saukh,Soviet Union,62,,Defender,1976,2,0,,,,,,
Volodymyr Veremeyev,Soviet Union,65,,Midfielder,1976,26,2,,,,,,
Petro Slobodyan,Soviet Union,61,1.77,Forward,1976,2,0,,,,,,
Des Bremner,Scotland,61,,Midfielder,1976,1,0,,,,,,
Tommy Craig,Scotland,63,,Midfielder,1976,1,0,,,,,,
Archie Gemmill,Scotland,67,1.65,Midfielder,1976,43,8,,,,,,
Stewart Houston,Scotland,65,,Defender,1976,1,0,,,,,,
Alex MacDonald (footballer born 1948),Scotland,66,,Midfielder,1976,1,0,,,,,,
Bobby McKean,Scotland,,,Midfielder,1976,1,0,,,,,,
Willie Miller,Scotland,59,,Defender,1976,1,0,,,,,,
Anghel Iord&#x103;nescu,Romania,64,1.76,Forward,1976,57,21,,,,,,
Nicolae Manea,Romania,60,1.79,Forward,1976,1,0,,,,,,
Den&#xED;s Milar,Uruguay,62,,Forward,1976,19,4,,,,,,
Roland Andersson,Sweden,64,,Defender,1976,19,0,,,,,,
Roy Andersson (footballer),Sweden,65,1.78,Defender,1976,20,0,,,,,,
Ralf Edstr&#xF6;m,Sweden,61,1.91,Forward,1976,40,15,,,,,,
G&#xF6;ran Hagberg,Sweden,66,1.83,Goalkeeper,1976,15,0,,,,,,
Anders Linderoth,Sweden,64,1.7,Midfielder,1976,40,2,,,,,,
Paco Fortes,Spain,59,1.7,Forward,1976,1,0,,,,,,
Quini,Spain,64,1.76,Forward,1976,35,8,,,,,,
&#xC1;ngel Mar&#xED;a Villar,Spain,64,1.79,Midfielder,1976,22,3,,,,,,
Daniel Killer,Argentina,64,,Defender,1976.5,22,3,,,,,,
Ricardo La Volpe,Argentina,62,1.88,Goalkeeper,1976.5,8,0,,,,,,
Ricardo Villa,Argentina,62,,Midfielder,1976.5,25,1,,,,,,
Alfred Riedl,Austria,64,1.84,Forward,1976.5,4,0,,,,,,
Georges Leekens,Belgium,65,,Defender,1976.5,3,0,,,,,,
Jos Heyligen,Belgium,67,1.8,Midfielder,1976.5,2,0,,,,,,
Roger Van Gool,Belgium,64,,Forward,1976.5,7,2,,,,,,
Ole Skouboe,Denmark,64,,,1976.5,6,0,,,,,,
Niels Tune-Hansen,Denmark,61,,Defender,1976.5,15,1,,,,,,
Erich Beer,Germany,67,1.73,Midfielder,1976.5,24,7,,,,,,
Hans Bongartz,Germany,62,,Midfielder,1976.5,4,0,,,,,,
Rainer Bonhof,Germany,62,1.8,Midfielder,1976.5,53,9,,,,,,
Paul Breitner,Germany,62,1.76,Defender,1976.5,48,10,,,,,,
Bernhard Cullmann,Germany,64,1.81,Midfielder,1976.5,40,6,,,,,,
Ronald Worm,Germany,60,1.79,Forward,1976.5,7,5,,,,,,
Dave Clement,England,,,Defender,1976.5,5,0,,,,,,
Mike Doyle (footballer),England,,,Midfielder,1976.5,5,0,,,,,,
Gordon Hill (footballer),England,60,,Midfielder,1976.5,6,0,,,,,,
Frank Lampard Sr.,England,65,,Defender,1976.5,2,0,,,,,,
L&#xE1;szl&#xF3; Fekete (footballer),Hungary,,,,1976.5,21,5,,,,,,
S&#xE1;ndor Pint&#xE9;r (footballer),Hungary,64,,Midfielder,1976.5,39,2,,,,,,
P&#xE9;ter T&#xF6;r&#xF6;k,Hungary,,,Defender,1976.5,35,0,,,,,,
Anthimos Kapsis,Greece,63,,Midfielder,1976.5,35,0,,,,,,
Jeannot Moes,Luxembourg,66,,Goalkeeper,1976.5,42,0,,,,,,
Shigemi Ishii,Japan,63,1.78,Defender,1976.5,15,0,,,,,,
Mitsuru Komaeda,Japan,64,,Forward,1976.5,2,2,,,,,,
Tatsuhiko Seta,Japan,62,1.82,Goalkeeper,1976.5,25,0,,,,,,
Mitsuo Watanabe,Japan,61,1.69,Forward,1976.5,28,4,,,,,,
Antonello Cuccureddu,Italy,64,,Defender,1976.5,13,0,,,,,,
Roberto Mozzini,Italy,62,1.8,Defender,1976.5,6,0,,,,,,
Andranik Eskandarian,Iran,62,1.75,Defender,1976.5,29,0,,,,,,
Ebrahim Ghasempour,Iran,56,,Midfielder,1976.5,28,0,,,,,,
Alireza Ghashghaean,Iran,60,,Defender,1976.5,5,0,,,,,,
Hassan Nazari,Iran,58,1.7,Defender,1976.5,35,1,,,,,,
Tommy Cassidy,Northern Ireland,63,1.8,Midfielder,1976.5,24,1,,,,,,
Sergei Nikulin,Soviet Union,63,,Defender,1976.5,3,0,,,,,,
Nazar Petrosyan,Soviet Union,63,,Forward,1976.5,3,0,,,,,,
Bobby Clark (footballer),Scotland,68,,Goalkeeper,1976.5,3,0,,,,,,
Willie Pettigrew,Scotland,60,,Forward,1976.5,5,2,,,,,,
Bruce Rioch,Scotland,66,1.81,Midfielder,1976.5,24,6,,,,,,
Rasim Kara,Turkey,64,,Goalkeeper,1976.5,9,0,,,,,,
Necmi Perekli,Turkey,66,,Forward,1976.5,3,0,,,,,,
Inaxio Kortabarria,Spain,64,1.82,Defender,1976.5,4,0,,,,,,
Miguel &#xC1;ngel Gonz&#xE1;lez Su&#xE1;rez,Spain,66,1.74,Goalkeeper,1976.5,18,0,,,,,,
Francisco Javier Ur&#xED;a,Spain,64,,Defender,1976.5,14,0,,,,,,
Hugo Coscia,Argentina,61,,Forward,1977,9,4,,,,,,
Jorge Jos&#xE9; Ben&#xED;tez,Argentina,64,,Midfielder,1977,2,0,,,,,,
Dar&#xED;o Felman,Argentina,62,,Forward,1977,1,0,,,,,,
Oscar Alberto Ortiz,Argentina,61,1.7,Midfielder,1977,23,3,,,,,,
Gerhard Breitenberger,Austria,59,1.83,Defender,1977,15,0,,,,,,
Roland Hattenberger,Austria,65,1.83,Midfielder,1977,51,3,,,,,,
Peter Persidis,Austria,,,Defender,1977,7,0,,,,,,
Dirk Beheydt,Belgium,62,,Forward,1977,1,0,,,,,,
Julien Cools,Belgium,67,,Midfielder,1977,35,2,,,,,,
Gilberto Alves,Brazil,63,,Forward,1977,,,,,,,,
Jo&#xE3;o Soares Almeida Filho,Brazil,60,,Forward,1977,4,0,,,,,,
Nelinho,Brazil,64,,Defender,1977,28,8,,,,,,
Carlos Caszely,Chile,64,1.7,Forward,1977,49,29,,,,,,
Jens Kolding,Denmark,62,,,1977,6,0,,,,,,
Carsten Nielsen,Denmark,59,1.85,Midfielder,1977,4,0,,,,,,
Bjarne Pettersson,Denmark,62,,Forward,1977,7,3,,,,,,
Per Wind,Denmark,59,,Goalkeeper,1977,2,0,,,,,,
Dieter M&#xFC;ller,Germany,60,1.82,Forward,1977,12,9,,,,,,
Peter Nogly,Germany,67,1.82,Defender,1977,4,0,,,,,,
Norbert Nigbur,Germany,66,1.85,Goalkeeper,1977,6,0,,,,,,
Franz-Josef Tenhagen,Germany,61,,Defender,1977,3,0,,,,,,
John Gidman,England,60,,Defender,1977,1,0,,,,,,
Kevin Keegan,England,63,,Forward,1977,63,21,,,,,,
Stuart Pearson,England,65,,Forward,1977,15,5,,,,,,
Trevor Whymark,England,64,,Forward,1977,1,0,,,,,,
Hans-J&#xFC;rgen D&#xF6;rner,East Germany,63,1.75,Defender,1977,96,8,,,,,,
Martin Hoffmann (footballer),East Germany,59,1.69,Forward,1977,62,15,,,,,,
Rainer Sachse,East Germany,64,,Forward,1977,2,0,,,,,,
Hartmut Schade,East Germany,59,,Midfielder,1977,31,5,,,,,,
Raymond Keruzor&#xE9;,France,65,1.73,Midfielder,1977,2,0,,,,,,
Patrice Rio,France,66,,Defender,1977,17,0,,,,,,
Marius Tr&#xE9;sor,France,64,1.82,Defender,1977,65,4,,,,,,
L&#xE1;szl&#xF3; B&#xE1;lint,Hungary,66,1.8,Defender,1977,76,4,,,,,,
B&#xE9;la V&#xE1;rady,Hungary,,1.83,Forward,1977,36,13,,,,,,
Dimitris Gesios,Greece,,,Forward,1977,5,0,,,,,,
Jos&#xE9; Luis Cruz,Honduras,65,,Defender,1977,,,,,,,,
Leonardo Cu&#xE9;llar,Mexico,60,,Midfielder,1977,41,,,,,,,
Keizo Imai,Japan,63,1.73,Defender,1977,29,0,,,,,,
Eijun Kiyokumo,Japan,63,1.8,Defender,1977,42,0,,,,,,
Hiroshi Ochiai,Japan,68,1.77,Defender,1977,63,9,,,,,,
Majid Bishkar,Iran,58,,Midfielder,1977,2,0,,,,,,
Hassan Nayebagha,Iran,63,,Midfielder,1977,11,0,,,,,,
Hassan Rowshan,Iran,58,1.69,Forward,1977,48,13,,,,,,
Asghar Sadri,Iran,56,,Defender,1977,,,,,,,,
Jorge Ram&#xF3;n C&#xE1;ceres,Colombia,66,,Forward,1977,6,0,,,,,,
Adrie van Kraay,Netherlands,61,1.84,Defender,1977,17,0,,,,,,
Johnny Rep,Netherlands,62,,Midfielder,1977,42,12,,,,,,
Baltasar (Portuguese footballer),Portugal,,,Forward,1977,1,0,,,,,,
Celso de Matos,Portugal,67,,Midfielder,1977,3,0,,,,,,
Seninho,Portugal,65,,Forward,1977,4,0,,,,,,
Francisco Vital,Portugal,60,,Forward,1977,1,1,,,,,,
Zdzis&#x142;aw Kapka,Poland,59,1.81,Forward,1977,14,1,,,,,,
Krys Sobieski,Poland,64,,Goalkeeper,1977,2,0,,,,,,
Wojciech Tyc,Poland,64,,Forward,1977,1,0,,,,,,
Adolfo Lazzarini,Paraguay,,1.63,Forward,1977,12,,,,,,,
Seilda Baishakov,Soviet Union,63,,Defender,1977,2,0,,,,,,
Vladimir Gutsaev,Soviet Union,61,,Forward,1977,11,1,,,,,,
Aleksandr Novikov (footballer),Soviet Union,59,1.8,Defender,1977,3,0,,,,,,
Joe Craig (footballer),Scotland,60,,Forward,1977,1,1,,,,,,
Asa Hartford,Scotland,63,1.7,Midfielder,1977,50,5,,,,,,
Don Masson,Scotland,67,1.73,Midfielder,1977,17,5,,,,,,
Mircea Sandu,Romania,61,1.87,Forward,1977,18,6,,,,,,
Fernando Morena,Uruguay,62,1.77,Forward,1977,53,22,,,,,,
Jean-Pierre Maradan,Switzerland,60,,Defender,1977,1,0,,,,,,
Benno Magnusson,Sweden,61,1.74,Midfielder,1977,11,0,,,,,,
M&#xFC;jdat Karanfilci,Turkey,64,,Forward,1977,2,0,,,,,,
Santiago Id&#xED;goras,Spain,61,1.83,Forward,1977,1,0,,,,,,
Migueli,Spain,62,1.83,Defender,1977,32,1,,,,,,
Daniel Solsona,Spain,62,1.71,Midfielder,1977,7,0,,,,,,
Mario Kempes,Argentina,60,1.84,Forward,1977.5,43,20,,,,,,
Omar Larrosa,Argentina,66,,Midfielder,1977.5,11,0,,,,,,
Friedrich Koncilia,Austria,66,1.81,Goalkeeper,1977.5,84,0,,,,,,
&#xC9;merson Le&#xE3;o,Brazil,65,1.79,Goalkeeper,1977.5,80,0,,,,,,
Raul Plassman,Brazil,65,,Goalkeeper,1977.5,,,,,,,,
Manfred Burgsm&#xFC;ller,Germany,64,1.77,Forward,1977.5,3,0,,,,,,
Bernard Dietz,Germany,66,1.78,Defender,1977.5,53,0,,,,,,
Bernd Franke,Germany,66,1.83,Goalkeeper,1977.5,7,0,,,,,,
Klaus Toppm&#xF6;ller,Germany,63,,Forward,1977.5,3,1,,,,,,
David Johnson (footballer born 1951),England,62,,Forward,1977.5,8,6,,,,,,
Bobby Tambling,England,72,1.86,Forward,1977.5,2,,,,,,,
Wilfried Gr&#xF6;bner,East Germany,64,,Defender,1977.5,8,0,,,,,,
Reinhard H&#xE4;fner,East Germany,62,,Midfielder,1977.5,54,4,,,,,,
J&#xFC;rgen Pommerenke,East Germany,61,,Midfielder,1977.5,53,3,,,,,,
Fran&#xE7;ois Bracci,France,62,,Defender,1977.5,18,0,,,,,,
Albert Emon,France,61,1.79,Forward,1977.5,8,1,,,,,,
Omar Sahnoun,France,,1.75,Midfielder,1977.5,6,0,,,,,,
Istv&#xE1;n Hal&#xE1;sz,Hungary,62,,Midfielder,1977.5,4,2,,,,,,
Angelos Anastasiadis,Greece,61,,Midfielder,1977.5,12,1,,,,,,
Salom&#xF3;n Nazar,Honduras,60,,Goalkeeper,1977.5,,,,,,,,
Jimmy Steward,Honduras,67,,Goalkeeper,1977.5,,,,,,,,
Akira Nishino (footballer),Japan,59,1.82,Midfielder,1977.5,12,1,,,,,,
Franco Causio,Italy,65,1.7,Midfielder,1977.5,63,6,,,,,,
Aldo Maldera,Italy,,1.8,Defender,1977.5,10,0,,,,,,
Danny Neuman,Israel,59,,Midfielder,1977.5,9,0,,,,,,
Javad Allahverdi,Iran,60,,Defender,1977.5,,,,,,,,
Nasser Nouraei,Iran,60,,Forward,1977.5,10,5,,,,,,
Ali Shojaei,Iran,61,,Midfielder,1977.5,,,,,,,,
Johnny Dusbaba,Netherlands,58,,Defender,1977.5,4,0,,,,,,
Ruud Geels,Netherlands,66,,Forward,1977.5,20,11,,,,,,
Ren&#xE9; van de Kerkhof,Netherlands,62,,Midfielder,1977.5,47,5,,,,,,
Kees Kist,Netherlands,62,,Forward,1977.5,21,4,,,,,,
Piet Schrijvers,Netherlands,67,,Goalkeeper,1977.5,46,0,,,,,,
Carlos Alhinho,Portugal,,1.86,Defender,1977.5,15,0,,,,,,
V&#xED;tor Damas,Portugal,,1.82,Goalkeeper,1977.5,29,0,,,,,,
Nen&#xE9; (footballer born 1949),Portugal,64,1.72,Forward,1977.5,66,22,,,,,,
Adelino Teixeira,Portugal,62,,Midfielder,1977.5,12,0,,,,,,
Tibi (Portuguese footballer),Portugal,63,,Goalkeeper,1977.5,2,0,,,,,,
Grzegorz Lato,Poland,64,1.75,Midfielder,1977.5,100,45,,,,,,
Piotr Mowlik,Poland,63,,Goalkeeper,1977.5,21,0,,,,,,
Roman Ogaza,Poland,,,Forward,1977.5,21,6,,,,,,
Andrzej Szarmach,Poland,63,1.78,Forward,1977.5,61,32,,,,,,
Martin O&apos;Neill,Northern Ireland,62,1.78,Midfielder,1977.5,64,8,,,,,,
Nikolai Gontar,Soviet Union,65,1.87,Goalkeeper,1977.5,12,0,,,,,,
Vladimir Golubev,Soviet Union,64,,Defender,1977.5,3,0,,,,,,
Vladimir Kazachyonok,Soviet Union,61,,Forward,1977.5,2,0,,,,,,
Shota Khinchagashvili,Soviet Union,63,1.83,Defender,1977.5,11,0,,,,,,
David Kipiani,Soviet Union,,,Midfielder,1977.5,19,7,,,,,,
Aleksandr Minayev (footballer born 1954),Soviet Union,60,,Midfielder,1977.5,22,4,,,,,,
Kenny Burns,Scotland,60,1.8,Defender,1977.5,20,1,,,,,,
Joe Jordan,Scotland,62,,Forward,1977.5,52,11,,,,,,
Danny McGrain,Scotland,64,1.78,Defender,1977.5,62,0,,,,,,
Gordon McQueen,Scotland,62,,Defender,1977.5,30,,,,,,,
Jim Stewart (Scottish footballer),Scotland,60,,Goalkeeper,1977.5,2,0,,,,,,
Lee Young-moo,South Korea,61,1.65,Midfielder,1977.5,84,27,,,,,,
Park Sang-in,South Korea,61,1.75,Midfielder,1977.5,33,3,,,,,,
Alexandru Koller,Romania,61,,Defender,1977.5,5,0,,,,,,
&#x218;tefan Same&#x219;,Romania,,1.82,Defender,1977.5,47,3,,,,,,
J&#xF6;rg Stohler,Switzerland,64,1.83,Defender,1977.5,10,0,,,,,,
Thomas Ahlstr&#xF6;m,Sweden,62,,Forward,1977.5,11,2,,,,,,
Anders Gr&#xF6;nhagen,Sweden,61,,Forward,1977.5,18,4,,,,,,
Thomas Sj&#xF6;berg,Sweden,62,,Midfielder,1977.5,45,14,,,,,,
Vicente del Bosque,Spain,63,1.84,Midfielder,1977.5,18,1,,,,,,
Eugenio Leal,Spain,60,1.78,Midfielder,1977.5,13,1,,,,,,
Mara&#xF1;&#xF3;n (footballer),Spain,66,,Forward,1977.5,4,0,,,,,,
Norberto Alonso,Argentina,61,1.76,Midfielder,1978,19,4,,,,,,
Daniel Bertoni,Argentina,59,1.79,Midfielder,1978,31,12,,,,,,
Leopoldo Luque,Argentina,65,1.85,Forward,1978,45,22,,,,,,
Alberto Tarantini,Argentina,58,1.79,Defender,1978,61,1,,,,,,
Hubert Baumgartner,Austria,59,,Goalkeeper,1978,1,0,,,,,,
G&#xFC;nther Happich,Austria,,,Midfielder,1978,5,0,,,,,,
Kurt Jara,Austria,63,1.77,Midfielder,1978,59,15,,,,,,
Erwin Fuchsbichler,Austria,62,,Goalkeeper,1978,4,0,,,,,,
Fran&#xE7;ois Van der Elst,Belgium,59,1.72,Midfielder,1978,44,14,,,,,,
Abel Braga,Brazil,61,1.87,Defender,1978,1,0,,,,,,
R&#xFC;diger Abramczik,Germany,58,1.72,Forward,1978,19,2,,,,,,
Herbert Neumann,Germany,60,1.8,Midfielder,1978,1,0,,,,,,
Trevor Brooking,England,65,1.84,Midfielder,1978,47,5,,,,,,
Trevor Cherry,England,66,,Defender,1978,27,0,,,,,,
Ray Clemence,England,66,1.83,Goalkeeper,1978,0,,,,,,,
Brian Greenhoff,England,,,Defender,1978,18,0,,,,,,
Ray Kennedy,England,63,,Forward,1978,17,3,,,,,,
Bob Latchford,England,63,,Forward,1978,12,5,,,,,,
Mick Mills,England,65,,Defender,1978,42,0,,,,,,
David Watson (footballer born 1946),England,67,,Defender,1978,65,4,,,,,,
Hans-Ulrich Grapenthin,East Germany,70,,Goalkeeper,1978,21,0,,,,,,
Albert Gemmrich,France,59,1.75,Forward,1978,5,2,,,,,,
Pierre Pleimelding,France,,,Forward,1978,1,0,,,,,,
Andr&#xE9; Rey (footballer),France,66,1.87,Goalkeeper,1978,10,0,,,,,,
Gilles Rampillon,France,61,,Midfielder,1978,3,1,,,,,,
K&#xE1;roly Csap&#xF3;,Hungary,62,1.82,Midfielder,1978,19,1,,,,,,
Zolt&#xE1;n Kereki,Hungary,61,,Defender,1978,37,7,,,,,,
Thomas Mavros,Greece,60,1.72,Forward,1978,36,11,,,,,,
Ignacio Flores (Mexican footballer),Mexico,,1.76,Defender,1978,,,,,,,,
Ichiro Hosotani,Japan,68,1.71,Forward,1978,4,1,,,,,,
Toyohito Mochizuki,Japan,60,1.78,Defender,1978,2,0,,,,,,
Choei Sato,Japan,63,1.78,Goalkeeper,1978,1,0,,,,,,
Hisao Sekiguchi,Japan,59,1.76,Forward,1978,3,1,,,,,,
Paolo Conti,Italy,64,1.85,Goalkeeper,1978,7,0,,,,,,
Walter Novellino,Italy,61,,Midfielder,1978,1,0,,,,,,
Ehud Ben Tuvim,Israel,62,,Forward,1978,2,0,,,,,,
Vicky Peretz,Israel,61,,Forward,1978,40,14,,,,,,
Nasrollah Abdollahi,Iran,62,1.83,Defender,1978,39,0,,,,,,
Hamid Majd Teymouri,Iran,61,,Forward,1978,1,0,,,,,,
Peter Arntz,Netherlands,61,,Midfielder,1978,5,0,,,,,,
Johan Boskamp,Netherlands,65,,Defender,1978,2,0,,,,,,
Adrie Koster,Netherlands,59,,Midfielder,1978,3,0,,,,,,
Jan Peters (footballer),Netherlands,60,1.72,Midfielder,1978,31,4,,,,,,
Frans Thijssen,Netherlands,62,,Midfielder,1978,14,3,,,,,,
Aloysius Atuegbu,Nigeria,,1.65,Forward,1978,,,,,,,,
Godwin Odiye,Nigeria,,,Defender,1978,,,,,,,,
&#xD3;scar Duarte (Portuguese footballer),Portugal,63,,Midfielder,1978,1,0,,,,,,
Nelinho (Portuguese footballer),Portugal,66,,Midfielder,1978,2,0,,,,,,
Minervino Pietra,Portugal,60,1.72,Defender,1978,28,1,,,,,,
Romeu Silva,Portugal,60,,Midfielder,1978,8,0,,,,,,
Miros&#x142;aw Justek,Poland,,1.77,Defender,1978,3,0,,,,,,
Stanis&#x142;aw Terlecki,Poland,58,,Forward,1978,29,7,,,,,,
Aleksandr Maksimenkov,Soviet Union,,,Midfielder,1978,8,1,,,,,,
Valeriy Petrakov,Soviet Union,56,,Forward,1978,2,1,,,,,,
Sergei Prigoda,Soviet Union,56,1.82,Defender,1978,19,0,,,,,,
Vasili Zhupikov,Soviet Union,60,1.84,Defender,1978,15,0,,,,,,
Jim Blyth,Scotland,59,,Goalkeeper,1978,2,0,,,,,,
Han Moon-bae,South Korea,60,1.8,Midfielder,1978,,,,,,,,
Ren&#xE9; Botteron,Switzerland,59,,Midfielder,1978,65,2,,,,,,
Sanny &#xC5;slund,Sweden,61,1.87,Forward,1978,5,2,,,,,,
Engin Verel,Turkey,57,1.75,Forward,1978,26,0,,,,,,
Estanislao Argote,Spain,57,1.8,Midfielder,1978,2,0,,,,,,
Antonio Biosca,Spain,64,,Defender,1978,3,0,,,,,,
Rub&#xE9;n Cano,Spain,63,1.82,Forward,1978,12,4,,,,,,
